"","Percentile","Temperature","alpha","se.alpha","lower.alpha","upper.alpha","z","ROR","ROR.lower","ROR.upper","pvalue2sided"
"1",0,-26.7957503495802,0.0898277386985429,0.073423295555221,-0.0540819205896902,0.233737397986776,1.22342286626163,1.09398581605239,0.947354495483956,1.26331270018666,0.221170021134336
"2",0.05,-5.32157517448765,0.00935578971438089,0.0182212627561148,-0.0263578852876041,0.0450694647163659,0.51345451956897,1.00939969192143,0.973986451804873,1.0461005244611,0.607633416994796
"3",0.1,-2.5111491046449,0.00340586228980913,0.0154538472495231,-0.0268836783192561,0.0336954028988743,0.2203892813755,1.003411668829,0.973474471125323,1.03426952324523,0.825567992431383
"4",0.15,-0.637925760500084,0.000371862919326386,0.0139441157152092,-0.0269586038824837,0.0277023297211365,0.0266680890291799,1.00037193206891,0.973401535734683,1.02808960714858,0.978724465341234
"5",0.2,0.905414708455381,-0.00151878128190547,0.0127217404611968,-0.0264533925858511,0.0234158300220402,-0.119384708919191,0.998482371482713,0.97389343343237,1.02369213297604,0.904970575165636
"6",0.25,2.40767000726268,-0.00279700617129595,0.0114222371399991,-0.0251845909656942,0.0195905786231023,-0.244873761331851,0.997206901806071,0.975129895245067,1.01978373328381,0.806554178692074
"7",0.3,4.0420382299853,-0.00352200596357526,0.00975886255238019,-0.0226493765662404,0.0156053646390899,-0.360903327070248,0.996484189024366,0.977605194978801,1.01572776420964,0.718171716340541
"8",0.35,5.66688754061691,-0.00351833477791473,0.00773266239314324,-0.0186743530684755,0.011637683512646,-0.45499655862831,0.996487847309547,0.981498932322079,1.01170566481041,0.649111714644537
"9",0.4,7.27854309082034,-0.00283131292046064,0.00534575608603892,-0.0133089948490969,0.00764636900817564,-0.529637505881526,0.997172691465851,0.986779178224407,1.00767567714032,0.59636328494889
"10",0.45,8.88866806869906,-0.00160921155514008,0.00271954534596873,-0.00693952043323879,0.00372109732295863,-0.591720802716332,0.998392082531528,0.993084502437495,1.003728029201,0.554037563955407
"11",0.5,10.5043390509555,0,0,0,0,NA,1,1,1,NA
"12",0.55,12.123013265753,0.00184055771038959,0.00265141698165789,-0.00335621957365988,0.00703733499443906,0.694178894954017,1.00184225257641,0.996649406235676,1.00706215522495,0.487570026382189
"13",0.6,13.8167450507151,0.00384081492510186,0.00519664364603019,-0.00634460662111731,0.014026236471321,0.739095305878041,1.00384820030701,0.993675477896901,1.01412506565266,0.459849127052479
"14",0.65,15.5775033315023,0.00581070691874168,0.00748315157773657,-0.008856270173622,0.0204776840111054,0.776505307740839,1.00582762182284,0.991182831071535,1.02068879030933,0.437450688105867
"15",0.7,17.3310269710972,0.00747414459095968,0.00941255428917571,-0.0109744618158247,0.0259227509977441,0.79406124643072,1.00750214572769,0.989085537901463,1.02626166772142,0.427159776972137
"16",0.75,18.971770666747,0.0087112245574437,0.0111642171551646,-0.013170641066679,0.0305930901815664,0.780280823668306,1.00874927769029,0.986915712300911,1.03106586769025,0.435225597639566
"17",0.8,20.3887561798096,0.00955695568324503,0.0128879308802008,-0.0157033888419485,0.0348173002084385,0.741543058546893,1.00960276921386,0.984419266494502,1.03543051857772,0.45836423420312
"18",0.85,21.6359578830793,0.010149269367858,0.0147005900558522,-0.0186638871416123,0.0389624258773282,0.690398775103429,1.01020094788731,0.981509204671876,1.03973141592043,0.489943446819975
"19",0.9,22.9116095141482,0.010624336743002,0.0169076161293185,-0.0225145908704622,0.0437632643564663,0.628375795957362,1.01068097541367,0.977736971055768,1.04473499959824,0.529757789040133
"20",0.95,24.4595896402995,0.0110464458374042,0.0200891006677489,-0.0283281914713837,0.0504210831461921,0.549872591117937,1.0111076830972,0.972069289594463,1.05171386213084,0.582406764824743
"21",1,31.9456376393636,0.0116087661698398,0.0412900151578472,-0.0693196635395408,0.0925371958792203,0.281151898962999,1.01167640939388,0.93302837724891,1.09695394296785,0.778593896207133
