"","Percentile","Temperature","alpha","se.alpha","lower.alpha","upper.alpha","z","ROR","ROR.lower","ROR.upper","pvalue2sided"
"1",0,-32.6288065730603,0.171756054753855,0.0827557670196919,0.00955475139525871,0.333957358112451,2.0754572272043,1.1873881401886,1.00960054376106,1.39648359360849,0.0379441791051838
"2",0.05,-5.79665831296306,0.0115510896039445,0.0167444098531089,-0.0212679537081489,0.0443701329160378,0.6898475195768,1.01161806105547,0.978956614367238,1.04536920884394,0.490290081737017
"3",0.1,-2.62932816497067,0.00205771332299787,0.0139030411242917,-0.0251922472806138,0.0293076739266095,0.148004548400752,1.00205983186793,0.975122429372082,1.0297413703116,0.88233917867374
"4",0.15,-0.653336588541644,-0.00224386073226028,0.0124370621839347,-0.0266205026127722,0.0221327811482517,-0.180417264067292,0.997758654841349,0.973730699672091,1.02237952818584,0.85682500194283
"5",0.2,0.852888127856092,-0.0046202725850671,0.0113293704261595,-0.0268258386203396,0.0175852934502054,-0.407813709965641,0.995390384455185,0.973530778224013,1.01774082507523,0.683410447465976
"6",0.25,2.28217051921695,-0.0061143733169009,0.010195205463364,-0.0260969760250944,0.0138682293912926,-0.599730269181195,0.993904281423581,0.974240607045995,1.01396483937103,0.548686011934917
"7",0.3,3.85066285871342,-0.00686121633326028,0.0087706743728586,-0.0240517381040631,0.0103293054375426,-0.7822906245947,0.993162268070305,0.976235199892916,1.01038283686836,0.434043795434253
"8",0.35,5.52000832340093,-0.00658340209797618,0.00695830803663731,-0.0202216858497853,0.00705488165383295,-0.946121106354138,0.993438221016376,0.979981401214869,1.00707982595661,0.344086819644654
"9",0.4,7.19439150575275,-0.00523589612868675,0.00482704411945745,-0.0146969026028234,0.00422511034544985,-1.0847002842964,0.994777787283391,0.985410569722604,1.00423404870825,0.278054421921441
"10",0.45,8.89499816894534,-0.00297057171324228,0.00245546159230534,-0.00778327643416074,0.00184213300767618,-1.2097813798233,0.997033836069285,0.992246934830179,1.00184383077703,0.226362792985709
"11",0.5,10.6049997965496,0,0,0,0,NA,1,1,1,NA
"12",0.55,12.3055952821013,0.00342478229166784,0.00237305497742774,-0.00122640546409053,0.00807597004742621,1.44319551137417,1.00343065355923,0.998774346263752,1.00810866865859,0.148965403623785
"13",0.6,14.0000010172526,0.00708747668536137,0.0045471479592788,-0.00182493331482508,0.0159998866855478,1.55866418881287,1.00711265229027,0.998176730863485,1.01612857026404,0.119075881905956
"14",0.65,15.7269394598043,0.0108547420999146,0.00648120385054427,-0.00184841744715217,0.0235579016469814,1.67480337761681,1.01091386855342,0.998153289824299,1.02383758091258,0.0939728159773641
"15",0.7,17.3950134277343,0.0143222185033982,0.00807865608558786,-0.00151194742435397,0.0301563844311504,1.7728466655424,1.01442527287615,0.998489194992322,1.03061569360074,0.0762541183655773
"16",0.75,18.9845694876008,0.0173976166649817,0.00951104663020501,-0.00124403473022013,0.0360392680601835,1.82920106917893,1.0175498366716,0.998756738760202,1.03669655475436,0.0673694923442656
"17",0.8,20.5092597738393,0.0201505330624715,0.011000820297686,-0.00141107472099313,0.0417121408459361,1.83173004532308,1.02035492561837,0.998589920376833,1.04259431523281,0.0669916500077938
"18",0.85,22.0450022379557,0.0227425163796002,0.0127826405221274,-0.00231145904376956,0.0477964918029699,1.77917202163604,1.02300309909124,0.997691210320581,1.04895716222056,0.0752115638392419
"19",0.9,23.7419244509484,0.0254122418549312,0.0152139485656036,-0.00440709733365198,0.0552315810435143,1.67032521145656,1.02573788546632,0.99560259966936,1.05678531778676,0.0948550376835563
"20",0.95,25.9816782633464,0.0286548122415923,0.0192643826806338,-0.00910337781244994,0.0664130022956346,1.48745032304609,1.02906931103019,0.990937932481905,1.06866798836918,0.136895914309526
"21",1,38.4050181070964,0.0427538299948469,0.0543801439340759,-0.0638312521159418,0.149338912105636,0.786202957584604,1.04368094028221,0.938163299245632,1.16106642200162,0.431748593666582
